Elevation [m],Deflection [m]
-46.6,-3.465080739318584e-11
-46.8,-6.755163787873268e-11
-47.0,-9.595867809137194e-11
-47.2,-1.2040472061091528e-10
-47.4,-1.4140233499075657e-10
-47.6,-1.594408940533798e-10
-47.8,-1.7498406362897185e-10
-48.0,-1.8846768370938695e-10
-48.2,-2.002979720687789e-10
-48.4,-2.1084998491734893e-10
-48.6,-2.2046627300207315e-10
-48.8,-2.2945567544086392e-10
-49.0,-2.3809219798735183e-10
-49.2,-2.4661392659552976e-10
-49.4,-2.5522193205457606e-10
-49.6,-2.6407912611621e-10
-49.8,-2.7330903465963493e-10
-50.0,-2.8299445877134773e-10
