p[kN/m]@2m,p[kN/m]@2m,p[kN/m]@4m,p[kN/m]@4m,p[kN/m]@10m,p[kN/m]@10m,p[kN/m]@15m,p[kN/m]@15m,p[kN/m]@25m,p[kN/m]@25m,p[kN/m]@50m,p[kN/m]@50m
99.57545,0.27328637,16.150036,0.029754894,1797.446,0.021025894,4470.2407,0.029506331,3456,0.1510481,61276.594,0.077959396
99.57545,0.27470967,16.232676,0.029848141,1797.6735,0.021060705,4470.8066,0.029555183,3456,0.15109429,61284.35,0.07808847
99.57545,0.2752216,16.26108,0.029880149,1797.8992,0.021095516,4471.3677,0.029604034,3456,0.15180042,61292.043,0.078217536
99.57545,0.27545923,16.330723,0.029958537,1798.123,0.021130329,4471.925,0.029652886,3456,0.15183432,61299.676,0.07834661
99.57545,0.27589753,16.359474,0.02999086,1798.3452,0.02116514,4472.477,0.029701738,3456,0.15207341,61307.25,0.078475684
99.57545,0.2760524,16.4175,0.030056027,1798.5656,0.021199951,4473.0254,0.02975059,3456,0.15208206,61314.766,0.07860476
99.57545,0.27637678,16.49043,0.03013781,1798.7843,0.021234762,4473.5693,0.02979944,3456,0.15263815,61322.22,0.078733824
99.57545,0.27689996,16.497059,0.030145235,1799.0012,0.021269573,4474.109,0.029848292,3456,0.15278302,61329.613,0.0788629
99.57545,0.27752873,16.507845,0.030157316,1799.2164,0.021304384,4474.644,0.029897144,3456,0.15286145,61336.953,0.07899197
99.57545,0.27757475,16.584713,0.030243327,1799.43,0.021339195,4475.1753,0.029945996,3456,0.15349466,61344.234,0.07912104
99.57545,0.27808207,16.608994,0.030270462,1799.642,0.021374006,4475.702,0.029994847,3456,0.1537146,61351.457,0.07925011
99.57545,0.2784141,16.648766,0.030314878,1799.8522,0.021408817,4476.225,0.030043699,3456,0.15390418,61358.62,0.079379186
99.57545,0.2796132,16.657656,0.030324801,1800.0607,0.021443628,4476.7437,0.03009255,3456,0.15403417,61365.734,0.07950826
99.57545,0.28083813,16.6964,0.030368021,1800.2676,0.021478439,4477.2583,0.030141402,3456,0.15407912,61372.785,0.07963733
99.57545,0.28206408,16.732975,0.030408786,1800.4729,0.02151325,4477.769,0.030190254,3456,0.15434782,61379.785,0.0797664
99.57545,0.28218454,16.741827,0.030418647,1800.6766,0.02154806,4478.2754,0.030239105,3456,0.15455161,61386.73,0.079895474
99.57545,0.28220364,16.80867,0.030493043,1800.8787,0.021582872,4478.778,0.030287957,3456,0.1550258,61393.617,0.08002455
99.57545,0.28275424,16.896759,0.030590911,1801.0791,0.021617683,4479.2764,0.030336808,3456,0.15580815,61400.453,0.080153614
99.57545,0.28279436,16.898115,0.030592417,1801.2781,0.021652494,4479.7715,0.030385658,3456,0.1561303,61407.234,0.08028269
99.57545,0.28357372,16.989416,0.030693642,1801.4755,0.021687305,4480.262,0.03043451,3456,0.1567387,61413.96,0.08041176
99.57545,0.2836079,17.016548,0.030723683,1801.6711,0.021722117,4480.749,0.030483361,3456,0.15695189,61420.637,0.080540836
99.57545,0.28406882,17.184357,0.030909071,1801.8655,0.021756928,4481.232,0.030532213,3456,0.15752807,61427.258,0.0806699
99.57545,0.2841056,17.226177,0.030955162,1802.0582,0.02179174,4481.7114,0.030581065,3456,0.15789343,61433.83,0.080798976
99.57545,0.28471404,17.227919,0.030957082,1802.2494,0.02182655,4482.187,0.030629916,3456,0.15799233,61440.348,0.08092805
99.57545,0.2850602,17.309563,0.031046938,1802.4391,0.021861361,4482.6587,0.030678768,3456,0.15824948,61446.816,0.08105712
99.57545,0.28511423,17.40981,0.031157042,1802.6273,0.021896172,4483.127,0.03072762,3456,0.15879557,61453.23,0.08118619
99.57545,0.28598356,17.54245,0.03130235,1802.814,0.021930983,4483.5913,0.03077647,3456,0.1589809,61459.598,0.081315264
99.57545,0.28698602,17.569403,0.031331827,1802.9993,0.021965794,4484.052,0.030825322,3456,0.1589885,61465.914,0.08144434
99.57545,0.2873243,17.581018,0.031344523,1803.1831,0.022000605,4484.509,0.030874174,3456,0.15926577,61472.18,0.081573404
99.57545,0.28741744,17.717974,0.031493986,1803.3655,0.022035416,4484.9624,0.030923026,3456,0.15936147,61478.395,0.08170248
99.57545,0.28776875,17.739655,0.031517606,1803.5464,0.022070227,4485.4126,0.030971877,3456,0.15939716,61484.562,0.08183155
99.57545,0.28824165,17.837057,0.031623583,1803.7258,0.022105038,4485.859,0.031020729,3456,0.15954812,61490.68,0.081960626
99.57545,0.28827286,17.83978,0.031626543,1803.9039,0.02213985,4486.302,0.03106958,3456,0.15960687,61496.75,0.08208969
99.57545,0.28948656,17.893675,0.031685081,1804.0806,0.02217466,4486.741,0.031118432,3456,0.1596298,61502.773,0.082218766
99.57545,0.2905546,17.92911,0.031723533,1804.2559,0.022209471,4487.177,0.031167284,3456,0.15991785,61508.75,0.08234784
99.57545,0.29093874,17.948908,0.031745005,1804.4297,0.022244282,4487.6094,0.031216135,3456,0.15993285,61514.68,0.08247691
99.57545,0.29116255,17.957542,0.031754365,1804.6023,0.022279093,4488.0386,0.031264987,3456,0.15999056,61520.56,0.08260598
99.57545,0.29118717,17.965494,0.031762985,1804.7734,0.022313906,4488.4644,0.031313837,3456,0.160472,61526.395,0.082735054
99.57545,0.2915988,18.001884,0.031802411,1804.9432,0.022348717,4488.8867,0.03136269,3456,0.16083756,61532.184,0.08286413
99.57545,0.2916893,18.047983,0.031852311,1805.1117,0.022383528,4489.3057,0.03141154,3456,0.16100296,61537.93,0.082993194
99.57545,0.29194626,18.078411,0.031885223,1805.2789,0.022418339,4489.721,0.031460393,3456,0.16186902,61543.625,0.08312227
99.57545,0.29352167,18.213621,0.032031206,1805.4447,0.02245315,4490.134,0.031509243,3456,0.16243899,61549.28,0.08325134
99.57545,0.29356837,18.267385,0.032089138,1805.6093,0.02248796,4490.543,0.031558096,3456,0.16253561,61554.887,0.083380416
99.57545,0.29399025,18.273745,0.032095985,1805.7725,0.022522772,4490.9487,0.031606946,3456,0.16259542,61560.453,0.08350948
99.57545,0.29422194,18.369701,0.032199201,1805.9344,0.022557583,4491.3516,0.0316558,3456,0.16284022,61565.973,0.08363856
99.57545,0.294855,18.397131,0.032228668,1806.0951,0.022592394,4491.751,0.03170465,3456,0.1628561,61571.45,0.08376763
99.57545,0.29646978,18.402266,0.032234183,1806.2545,0.022627205,4492.1475,0.031753503,3456,0.16329236,61576.887,0.083896704
99.57545,0.29649743,18.51566,0.032355803,1806.4126,0.022662016,4492.541,0.031802353,3456,0.16356409,61582.277,0.08402577
99.57545,0.2965903,18.52695,0.032367898,1806.5695,0.022696827,4492.931,0.031851206,3456,0.16369449,61587.625,0.084154844
99.57545,0.29670608,18.566502,0.032410242,1806.7251,0.022731638,4493.3184,0.031900056,3456,0.1637105,61592.93,0.08428392
99.57545,0.2967493,18.586699,0.03243185,1806.8795,0.022766449,4493.702,0.03194891,3456,0.16420719,61598.195,0.084412985
99.57545,0.29721457,18.590046,0.03243543,1807.0328,0.02280126,4494.083,0.03199776,3456,0.16425149,61603.418,0.08454206
99.57545,0.29780683,18.604252,0.032450623,1807.1848,0.02283607,4494.4614,0.032046612,3456,0.16445665,61608.6,0.08467113
99.57545,0.29782534,18.66305,0.032513458,1807.3356,0.022870881,4494.8364,0.032095462,3456,0.16519338,61613.742,0.084800206
99.57545,0.29825932,18.697361,0.03255009,1807.4852,0.022905694,4495.2085,0.032144316,3456,0.16528156,61618.84,0.08492927
99.57545,0.29924494,18.794355,0.032653503,1807.6335,0.022940505,4495.5776,0.032193165,3456,0.16562875,61623.902,0.08505835
99.57545,0.2997828,18.865036,0.032728731,1807.7809,0.022975316,4495.944,0.03224202,3456,0.16594277,61628.92,0.08518742
99.57545,0.3000761,18.866686,0.032730485,1807.927,0.023010127,4496.307,0.03229087,3456,0.1662589,61633.902,0.085316494
99.57545,0.3001544,18.87446,0.032738753,1808.0719,0.023044938,4496.6675,0.032339722,3456,0.16659601,61638.844,0.08544556
99.57545,0.30074283,18.896376,0.032762051,1808.2157,0.02307975,4497.025,0.03238857,3456,0.16663958,61643.742,0.085574634
99.57545,0.30101618,18.977129,0.032847812,1808.3583,0.02311456,4497.38,0.032437425,3456,0.16666076,61648.605,0.08570371
99.57545,0.30170608,19.01089,0.032883623,1808.4999,0.023149371,4497.732,0.032486275,3456,0.16702998,61653.434,0.085832775
99.57545,0.3017935,19.08051,0.032957396,1808.6403,0.023184182,4498.081,0.03253513,3456,0.16705973,61658.22,0.08596185
99.57545,0.3020037,19.1135,0.03299232,1808.7795,0.023218993,4498.4272,0.032583978,3456,0.16735508,61662.97,0.08609092
99.57545,0.302406,19.153442,0.033034568,1808.9177,0.023253804,4498.771,0.03263283,3456,0.1673743,61667.68,0.086219996
99.57545,0.30320078,19.216932,0.033101656,1809.0549,0.023288615,4499.1123,0.03268168,3456,0.1674068,61672.355,0.08634906
99.57545,0.30334696,19.25912,0.033146186,1809.1909,0.023323426,4499.4507,0.032730535,3456,0.16819535,61676.992,0.08647814
99.57545,0.30357617,19.306526,0.03319618,1809.3258,0.023358237,4499.786,0.032779384,3456,0.16874887,61681.59,0.08660721
99.57545,0.30418152,19.36881,0.033261791,1809.4597,0.023393048,4500.119,0.032828238,3456,0.16950445,61686.156,0.086736284
99.57545,0.30469617,19.401524,0.03329622,1809.5925,0.023427859,4500.449,0.032877088,3456,0.16960299,61690.684,0.08686535
99.57545,0.30496088,19.480461,0.033379204,1809.7244,0.02346267,4500.7773,0.03292594,3456,0.16985562,61695.176,0.086994424
99.57545,0.3065697,19.49717,0.033396753,1809.8551,0.023497483,4501.102,0.03297479,3456,0.17041668,61699.633,0.0871235
99.57545,0.30686057,19.613722,0.033519001,1809.9847,0.023532294,4501.425,0.03302364,3456,0.17055875,61704.055,0.087252565
99.57545,0.30799216,19.691103,0.033600009,1810.1135,0.023567105,4501.745,0.033072494,3456,0.17154409,61708.44,0.08738164
99.57545,0.308049,19.74034,0.033651489,1810.2411,0.023601916,4502.0625,0.033121344,3456,0.17169835,61712.793,0.08751071
99.57545,0.30892327,19.877602,0.033794744,1810.3678,0.023636727,4502.3774,0.033170197,3456,0.17182998,61717.11,0.08763979
99.57545,0.30901662,19.881746,0.033799064,1810.4934,0.023671538,4502.69,0.033219047,3456,0.17226706,61721.395,0.08776885
99.57545,0.30942014,19.97875,0.033900063,1810.618,0.023706349,4503,0.0332679,3456,0.17278126,61725.645,0.08789793
99.57545,0.30971795,20.010307,0.033932879,1810.7417,0.02374116,4503.3076,0.03331675,3456,0.17291671,61729.86,0.088027
99.57545,0.3098533,20.282276,0.034214874,1810.8644,0.02377597,4503.6123,0.033365604,3456,0.1731444,61734.043,0.088156074
99.57545,0.311264,20.340893,0.034275459,1810.9862,0.023810782,4503.915,0.033414453,3456,0.17358351,61738.19,0.08828514
99.57545,0.31143826,20.365595,0.034300971,1811.1069,0.023845593,4504.216,0.033463307,3456,0.17376684,61742.31,0.088414215
99.57545,0.31156772,20.369434,0.034304936,1811.2267,0.023880403,4504.5137,0.033512156,3456,0.17396662,61746.395,0.08854329
99.57545,0.31216824,20.40258,0.034339146,1811.3456,0.023915214,4504.809,0.03356101,3456,0.17401654,61750.445,0.08867236
99.57545,0.31254524,20.425806,0.034363106,1811.4635,0.023950025,4505.1025,0.03360986,3456,0.17407241,61754.465,0.08880143
99.57545,0.312548,20.450521,0.034388589,1811.5804,0.023984836,4505.3936,0.033658713,3456,0.17408964,61758.453,0.0889305
99.57545,0.31330055,20.493034,0.034432398,1811.6965,0.024019647,4505.682,0.033707563,3456,0.17411,61762.41,0.08905958
99.57545,0.31359422,20.507616,0.034447414,1811.8116,0.024054458,4505.9683,0.033756416,3456,0.17451327,61766.336,0.08918864
99.57545,0.31367886,20.525953,0.034466293,1811.9259,0.024089271,4506.2524,0.033805266,3456,0.17452651,61770.23,0.08931772
99.57545,0.3140171,20.541718,0.03448252,1812.0392,0.024124082,4506.534,0.03385412,3456,0.17470483,61774.094,0.08944679
99.57545,0.3143058,20.554916,0.034496101,1812.1516,0.024158893,4506.814,0.03390297,3456,0.17539196,61777.926,0.089575864
99.57545,0.31441733,20.629984,0.034573278,1812.2632,0.024193704,4507.0913,0.033951823,3456,0.17573006,61781.727,0.08970493
99.57545,0.31445852,20.643799,0.03458747,1812.3738,0.024228515,4507.366,0.034000672,3456,0.17583661,61785.5,0.089834005
99.57545,0.31451657,20.715364,0.034660927,1812.4836,0.024263326,4507.6396,0.034049526,3456,0.17601259,61789.242,0.08996308
99.57545,0.3152245,20.737467,0.034683592,1812.5925,0.024298137,4507.91,0.034098376,3456,0.17607453,61792.953,0.09009215
99.57545,0.31546614,20.772528,0.034719531,1812.7006,0.024332948,4508.179,0.03414723,3456,0.1767636,61796.637,0.09022122
99.57545,0.3154868,20.795145,0.034742701,1812.8077,0.024367759,4508.4453,0.03419608,3456,0.17753494,61800.293,0.09035029
99.57545,0.3160735,20.805346,0.034753147,1812.9141,0.02440257,4508.71,0.034244932,3456,0.1776011,61803.918,0.09047937
99.57545,0.31657946,20.820675,0.034768843,1813.0197,0.024437381,4508.972,0.034293782,3456,0.1777617,61807.516,0.09060843
99.57545,0.3166196,20.867758,0.034817021,1813.1243,0.024472192,4509.233,0.034342635,3456,0.17779714,61811.082,0.09073751
99.57545,0.31715026,20.90085,0.03485086,1813.2281,0.024507003,4509.4907,0.034391485,3456,0.17858694,61814.62,0.09086658
99.57545,0.31743395,20.905008,0.034855109,1813.331,0.024541814,4509.747,0.03444034,3456,0.17874818,61818.133,0.090995654
99.57545,0.31829304,20.973022,0.034924586,1813.4333,0.024576625,4510.0015,0.03448919,3456,0.17893454,61821.617,0.09112472
99.57545,0.31938753,20.98679,0.034938638,1813.5347,0.024611436,4510.2534,0.03453804,3456,0.17915767,61825.074,0.091253795
99.57545,0.32002547,21.041183,0.034994124,1813.6353,0.024646247,4510.5034,0.03458689,3456,0.17952089,61828.504,0.09138287
99.57545,0.3204635,21.04324,0.03499622,1813.7351,0.02468106,4510.752,0.034635745,3456,0.1796956,61831.906,0.09151194
99.57545,0.3208875,21.070078,0.035023577,1813.8341,0.02471587,4510.998,0.034684595,3456,0.17994307,61835.28,0.09164101
99.57545,0.32128215,21.078432,0.035032088,1813.9323,0.024750682,4511.242,0.034733444,3456,0.18024342,61838.63,0.09177008
99.57545,0.32137337,21.164421,0.035119631,1814.0297,0.024785493,4511.4844,0.034782298,3456,0.18034728,61841.95,0.09189916
99.57545,0.3214317,21.209368,0.035165336,1814.1263,0.024820304,4511.725,0.034831148,3456,0.18044007,61845.246,0.09202823
99.57545,0.3216662,21.27307,0.035230045,1814.2223,0.024855115,4511.9634,0.03488,3456,0.18045661,61848.516,0.0921573
99.57545,0.32243356,21.290266,0.035247502,1814.3174,0.024889925,4512.2,0.03492885,3456,0.18055186,61851.758,0.09228637
99.57545,0.32265666,21.35482,0.035312983,1814.4117,0.024924736,4512.4346,0.034977704,3456,0.18060607,61854.977,0.092415445
99.57545,0.32280487,21.393711,0.035352394,1814.5054,0.024959547,4512.6675,0.035026554,3456,0.18085389,61858.168,0.09254451
99.57545,0.32285213,21.429163,0.035388296,1814.5983,0.024994358,4512.8984,0.035075407,3456,0.18094365,61861.336,0.092673585
99.57545,0.32301933,21.561176,0.035521786,1814.6904,0.02502917,4513.128,0.035124257,3456,0.18117203,61864.477,0.09280266
99.57545,0.3230267,21.565802,0.035526458,1814.7819,0.02506398,4513.3555,0.03517311,3456,0.18171945,61867.594,0.09293173
99.57545,0.3238013,21.680605,0.035642278,1814.8726,0.025098791,4513.581,0.03522196,3456,0.1818393,61870.684,0.0930608
99.57545,0.3244846,21.71793,0.035679883,1814.9625,0.025133602,4513.8047,0.035270814,3456,0.18214555,61873.754,0.09318987
99.57545,0.32459596,21.72665,0.035688664,1815.0519,0.025168413,4514.027,0.035319664,3456,0.18221934,61876.797,0.09331895
99.57545,0.32484013,21.798117,0.035760586,1815.1404,0.025203224,4514.247,0.035368517,3456,0.18261176,61879.816,0.09344802
99.57545,0.32486314,21.915901,0.03587892,1815.2283,0.025238035,4514.4653,0.035417367,3456,0.18286033,61882.81,0.09357709
99.57545,0.3252585,21.991283,0.035954525,1815.3154,0.025272848,4514.682,0.03546622,3456,0.18389247,61885.78,0.09370616
99.57545,0.3253633,22.000694,0.035963958,1815.4019,0.025307659,4514.897,0.03551507,3456,0.1839733,61888.73,0.093835235
99.57545,0.32613543,22.204842,0.036168173,1815.4877,0.02534247,4515.1104,0.035563923,3456,0.18507951,61891.652,0.0939643
99.57545,0.32622483,22.205233,0.036168564,1815.5728,0.025377281,4515.3223,0.035612773,3456,0.18655984,61894.555,0.094093375
99.57545,0.3263206,22.219812,0.036183121,1815.6572,0.025412092,4515.532,0.035661627,3456,0.18675812,61897.434,0.09422245
99.57545,0.3280102,22.303112,0.036266218,1815.741,0.025446903,4515.7407,0.035710476,3456,0.18696488,61900.29,0.09435152
99.57545,0.3280744,22.347376,0.036310325,1815.8241,0.025481714,4515.9473,0.03575933,3456,0.18706393,61903.12,0.09448059
99.57545,0.3285737,22.353195,0.036316121,1815.9065,0.025516525,4516.1523,0.03580818,3456,0.18772265,61905.934,0.09460966
99.57545,0.3287401,22.389128,0.036351897,1815.9883,0.025551336,4516.3555,0.035857033,3456,0.18785688,61908.72,0.09473874
99.57545,0.3287637,22.43629,0.036398822,1816.0695,0.025586147,4516.5576,0.035905883,3456,0.18802448,61911.49,0.09486781
99.57545,0.3288538,22.465628,0.036427992,1816.1499,0.025620958,4516.758,0.035954736,3456,0.18807355,61914.23,0.09499688
99.57545,0.3289593,22.485153,0.0364474,1816.2299,0.025655769,4516.956,0.036003586,3456,0.18823591,61916.953,0.09512595
99.57545,0.32963836,22.516863,0.0364789,1816.309,0.02569058,4517.1533,0.03605244,3456,0.1883496,61919.652,0.095255025
99.57545,0.3300318,22.598253,0.036559679,1816.3876,0.02572539,4517.3486,0.03610129,3456,0.18861024,61922.332,0.09538409
99.57545,0.3304449,22.67233,0.036633102,1816.4656,0.025760202,4517.5425,0.036150143,3456,0.18871868,61924.992,0.095513165
99.57545,0.33062503,22.912739,0.036870749,1816.543,0.025795013,4517.735,0.036198992,3456,0.18911761,61927.63,0.09564224
99.57545,0.33068642,22.95332,0.036910767,1816.6196,0.025829824,4517.926,0.036247846,3456,0.18955587,61930.242,0.09577131
99.57545,0.33114108,22.964472,0.036921761,1816.6958,0.025864637,4518.115,0.036296695,3456,0.18972021,61932.84,0.09590038
99.57545,0.33118162,22.992764,0.036949639,1816.7714,0.025899448,4518.3027,0.03634555,3456,0.18992884,61935.414,0.09602945
99.57545,0.3318649,23.040268,0.036996421,1816.8462,0.025934258,4518.4893,0.0363944,3456,0.18994735,61937.97,0.09615853
99.57545,0.33199364,23.04198,0.036998107,1816.9205,0.02596907,4518.6743,0.036443252,3456,0.1902288,61940.504,0.0962876
99.57545,0.33203512,23.3062,0.037257616,1816.9943,0.02600388,4518.8574,0.0364921,3456,0.19054078,61943.016,0.09641667
99.57545,0.33222982,23.36516,0.037315372,1817.0675,0.026038691,4519.0396,0.03654095,3456,0.1906578,61945.508,0.09654574
99.57545,0.3323138,23.38203,0.037331886,1817.14,0.026073502,4519.2197,0.036589805,3456,0.19093627,61947.984,0.096674815
99.57545,0.33243454,23.505634,0.037452745,1817.212,0.026108313,4519.399,0.036638655,3456,0.19095951,61950.438,0.09680389
99.57545,0.33401793,23.524105,0.037470784,1817.2834,0.026143124,4519.5767,0.03668751,3456,0.19101915,61952.875,0.096932955
99.57545,0.33405855,23.598299,0.03754319,1817.3544,0.026177935,4519.753,0.036736358,3456,0.19130634,61955.29,0.09706203
99.57545,0.33470333,23.630919,0.037574996,1817.4246,0.026212746,4519.9277,0.03678521,3456,0.19137375,61957.684,0.0971911
99.57545,0.33492228,23.632181,0.037576227,1817.4944,0.026247557,4520.101,0.03683406,3456,0.19139224,61960.062,0.09732017
99.57545,0.334935,23.731037,0.037672511,1817.5636,0.026282368,4520.273,0.036882915,3456,0.19144514,61962.42,0.09744924
99.57545,0.3350329,23.80343,0.037742922,1817.6322,0.02631718,4520.444,0.036931764,3456,0.19163437,61964.76,0.09757832
99.57545,0.33571628,23.825737,0.037764601,1817.7003,0.02635199,4520.6133,0.036980618,3456,0.19237709,61967.082,0.09770739
99.57545,0.33582032,23.884678,0.037821845,1817.7678,0.026386801,4520.7812,0.037029468,3456,0.19251664,61969.387,0.09783646
99.57545,0.33678472,23.944418,0.037879812,1817.8348,0.026421612,4520.9478,0.03707832,3456,0.19256245,61971.67,0.09796553
99.57545,0.33687565,24.005486,0.037939007,1817.9014,0.026456423,4521.1133,0.03712717,3456,0.19257122,61973.938,0.098094605
99.57545,0.33747965,24.027607,0.037960436,1817.9673,0.026491236,4521.2773,0.037176024,3456,0.19280893,61976.184,0.09822368
99.57545,0.33805642,24.150835,0.038079669,1818.0327,0.026526047,4521.44,0.037224874,3456,0.19283117,61978.414,0.098352745
99.57545,0.33902118,24.156942,0.038085571,1818.0977,0.026560858,4521.6016,0.037273727,3456,0.19323982,61980.63,0.09848182
99.57545,0.33918086,24.167612,0.038095882,1818.162,0.026595669,4521.7617,0.037322577,3456,0.19422112,61982.824,0.09861089
99.57545,0.33926362,24.270191,0.038194929,1818.226,0.02663048,4521.9204,0.03737143,3456,0.1945534,61985,0.09873996
99.57545,0.33946434,24.303823,0.038227367,1818.2893,0.02666529,4522.078,0.03742028,3456,0.1948506,61987.164,0.09886903
99.57545,0.3395868,24.31645,0.038239542,1818.3522,0.026700102,4522.2344,0.037469134,3456,0.19498448,61989.305,0.09899811
99.57545,0.34020242,24.394547,0.038314786,1818.4146,0.026734913,4522.3896,0.037517983,3456,0.19508281,61991.434,0.09912718
99.57545,0.3405591,24.435247,0.038353962,1818.4764,0.026769724,4522.5435,0.037566837,3456,0.1955049,61993.543,0.09925625
99.57545,0.34055957,24.441196,0.038359687,1818.5378,0.026804535,4522.6963,0.037615687,3456,0.1957061,61995.633,0.09938532
99.57545,0.3409209,24.474308,0.038391535,1818.5986,0.026839346,4522.8477,0.03766454,3456,0.19582985,61997.71,0.099514395
99.57545,0.34147903,24.53592,0.038450755,1818.659,0.026874157,4522.998,0.03771339,3456,0.19586203,61999.77,0.09964347
99.57545,0.34246618,24.54925,0.03846356,1818.719,0.026908968,4523.147,0.037762243,3456,0.19588545,62001.812,0.099772535
99.57545,0.34254348,24.562181,0.038475981,1818.7784,0.026943779,4523.295,0.037811093,3456,0.19648145,62003.84,0.09990161
99.57545,0.3425726,24.580793,0.038493851,1818.8375,0.02697859,4523.4414,0.037859946,3456,0.19650769,62005.85,0.10003068
99.57545,0.34262815,24.607933,0.038519901,1818.896,0.0270134,4523.587,0.037908796,3456,0.19672655,62007.848,0.10015975
99.57545,0.3427825,24.621431,0.038532853,1818.9541,0.027048212,4523.7314,0.03795765,3456,0.19699079,62009.824,0.10028882
99.57545,0.34384453,24.755066,0.03866093,1819.0116,0.027083024,4523.8745,0.0380065,3456,0.19706649,62011.79,0.1004179
99.57545,0.34406084,24.798252,0.038702265,1819.0687,0.027117835,4524.0166,0.038055353,3456,0.19715466,62013.74,0.10054697
99.57545,0.3441243,24.849846,0.038751607,1819.1255,0.027152646,4524.1577,0.038104203,3456,0.1976148,62015.668,0.10067604
99.57545,0.3442516,24.918697,0.038817393,1819.1816,0.027187457,4524.2974,0.038153056,3456,0.19784044,62017.586,0.10080511
99.57545,0.34427956,24.953741,0.038850851,1819.2374,0.027222268,4524.436,0.038201906,3456,0.19813907,62019.49,0.100934185
99.57545,0.34443614,24.967371,0.038863859,1819.2928,0.02725708,4524.5737,0.038250756,3456,0.19863236,62021.375,0.10106326
99.57545,0.34446713,24.999212,0.038894237,1819.3478,0.02729189,4524.7104,0.03829961,3456,0.198953,62023.246,0.101192325
99.57545,0.3445554,25.062887,0.038954937,1819.4022,0.027326701,4524.8457,0.03834846,3456,0.19931677,62025.1,0.1013214
99.57545,0.34460652,25.075302,0.038966766,1819.4562,0.027361512,4524.9805,0.038397312,3456,0.19937447,62026.945,0.10145047
99.57545,0.34486577,25.086239,0.038977185,1819.5098,0.027396323,4525.114,0.038446162,3456,0.19968697,62028.773,0.10157955
99.57545,0.34495,25.172424,0.039059223,1819.563,0.027431134,4525.2456,0.038495015,3456,0.20046848,62030.586,0.10170861
99.57545,0.34499654,25.311827,0.039191685,1819.6157,0.027465945,4525.377,0.038543865,3456,0.20092538,62032.383,0.10183769
99.57545,0.3451649,25.390097,0.039265935,1819.6681,0.027500756,4525.5073,0.03859272,3456,0.20178086,62034.168,0.10196676
99.57545,0.3462009,25.411955,0.039286655,1819.72,0.027535567,4525.636,0.03864157,3456,0.20179051,62035.938,0.10209583
99.57545,0.34637138,25.423986,0.039298058,1819.7715,0.027570378,4525.7646,0.03869042,3456,0.20210315,62037.695,0.1022249
99.57545,0.34702656,25.446976,0.039319838,1819.8226,0.027605189,4525.8916,0.03873927,3456,0.20284538,62039.434,0.102353975
99.57545,0.3479748,25.452658,0.03932522,1819.8733,0.02764,4526.0176,0.038788125,3456,0.20302473,62041.164,0.10248305
99.57545,0.34874937,25.463778,0.039335751,1819.9236,0.027674813,4526.1426,0.038836975,3456,0.20309047,62042.88,0.102612115
99.57545,0.34961906,25.50413,0.039373953,1819.9735,0.027709624,4526.2666,0.038885828,3456,0.20330657,62044.58,0.10274119
99.57545,0.34972802,25.51934,0.039388348,1820.023,0.027744435,4526.3896,0.038934678,3456,0.20338058,62046.266,0.10287026
99.57545,0.34975898,25.522768,0.039391592,1820.072,0.027779246,4526.5117,0.03898353,3456,0.20398484,62047.94,0.10299934
99.57545,0.34983444,25.550392,0.039417722,1820.1207,0.027814057,4526.633,0.03903238,3456,0.20402849,62049.6,0.1031284
99.57545,0.35006225,25.707628,0.039566256,1820.1691,0.027848868,4526.7534,0.039081234,3456,0.20439008,62051.246,0.10325748
99.57545,0.35010922,25.722136,0.039579942,1820.217,0.027883679,4526.8726,0.039130084,3456,0.20481083,62052.883,0.10338655
99.57545,0.3506053,25.789133,0.03964311,1820.2646,0.02791849,4526.9907,0.039178938,3456,0.20525382,62054.504,0.10351562
99.57545,0.35079944,25.867002,0.03971645,1820.3118,0.0279533,4527.108,0.039227787,3456,0.20526417,62056.11,0.10364469
99.57545,0.35173962,25.867466,0.039716885,1820.3585,0.027988112,4527.2246,0.03927664,3456,0.20544767,62057.707,0.103773765
99.57545,0.3518039,25.919685,0.03976602,1820.405,0.028022923,4527.34,0.03932549,3456,0.20556779,62059.29,0.10390284
99.57545,0.35194868,25.9858,0.039828171,1820.451,0.028057734,4527.4546,0.039374344,3456,0.20579378,62060.86,0.104031906
99.57545,0.35257638,26.204245,0.040033091,1820.4967,0.028092545,4527.568,0.039423194,3456,0.2062843,62062.418,0.10416098
99.57545,0.35393003,26.214386,0.040042588,1820.5421,0.028127356,4527.6807,0.039472047,3456,0.20648883,62063.965,0.10429005
99.57545,0.354111,26.227976,0.040055314,1820.587,0.028162166,4527.7925,0.039520897,3456,0.20655227,62065.496,0.10441913
99.57545,0.35422018,26.294024,0.040117119,1820.6317,0.028196977,4527.904,0.03956975,3456,0.20696843,62067.016,0.10454819
99.57545,0.35501,26.36221,0.040180863,1820.6759,0.028231788,4528.0137,0.0396186,3456,0.20770113,62068.527,0.10467727
99.57545,0.3553603,26.368782,0.040187005,1820.7198,0.028266601,4528.123,0.039667454,3456,0.20773016,62070.023,0.10480634
99.57545,0.3555509,26.389938,0.040206768,1820.7634,0.028301412,4528.2314,0.039716303,3456,0.20783857,62071.508,0.104935415
99.57545,0.35557398,26.457087,0.040269455,1820.8066,0.028336223,4528.339,0.039765157,3456,0.20802401,62072.98,0.10506448
99.57545,0.35642874,26.552027,0.040357981,1820.8495,0.028371034,4528.4453,0.039814007,3456,0.20830727,62074.44,0.105193555
