p[kN/m]@2m,p[kN/m]@2m,p[kN/m]@4m,p[kN/m]@4m,p[kN/m]@10m,p[kN/m]@10m,p[kN/m]@15m,p[kN/m]@15m,p[kN/m]@25m,p[kN/m]@25m,p[kN/m]@50m,p[kN/m]@50m
99.57545,0.18015355,8.504082,0.020081558,1680.2517,0.01382,4178.7793,0.019394062,3149.441,0.098648116,57281.332,0.051241525
99.57545,0.18043503,8.5731735,0.020181422,1681.3695,0.013854812,4181.559,0.019442914,3150.114,0.09871203,57319.44,0.051370595
99.57545,0.1805401,8.5863495,0.020200431,1682.4791,0.013889623,4184.319,0.019491766,3153.974,0.09907904,57357.27,0.05149967
99.57545,0.18109491,8.605166,0.020227559,1683.5807,0.013924434,4187.058,0.019540617,3154.406,0.09912016,57394.82,0.05162874
99.57545,0.1814779,8.629868,0.020263135,1684.674,0.013959245,4189.7773,0.019589469,3154.9373,0.09917074,57432.094,0.05175781
99.57545,0.18170288,8.660968,0.020307871,1685.7594,0.013994056,4192.4766,0.01963832,3160.1294,0.09966613,57469.094,0.051886883
99.57545,0.1818387,8.696216,0.020358496,1686.8367,0.014028867,4195.156,0.019687172,3171.8262,0.100788236,57505.82,0.052015953
99.57545,0.18248701,8.709485,0.020377535,1687.9061,0.014063678,4197.8154,0.019736024,3172.5835,0.10086117,57542.277,0.052145027
99.57545,0.18294452,8.8273535,0.020546159,1688.9675,0.014098489,4200.4556,0.019784875,3174.0718,0.10100462,57578.465,0.052274097
99.57545,0.183066,8.83181,0.020552517,1690.0212,0.014133301,4203.076,0.019833727,3183.0334,0.10187126,57614.387,0.05240317
99.57545,0.1835046,8.870013,0.020606972,1691.0671,0.014168112,4205.6772,0.019882578,3186.4124,0.10219931,57650.043,0.05253224
99.57545,0.18372862,8.970834,0.020750251,1692.1053,0.014202923,4208.2593,0.01993143,3188.9556,0.102446705,57685.434,0.052661315
99.57545,0.18488102,9.058237,0.020873957,1693.1359,0.014237734,4210.822,0.01998028,3190.9734,0.102643244,57720.566,0.052790385
99.57545,0.18517393,9.100478,0.020933578,1694.1587,0.014272545,4213.3657,0.020029131,3195.6243,0.10309727,57755.438,0.05291946
99.57545,0.18607776,9.113811,0.020952374,1695.174,0.014307356,4215.891,0.020077983,3197.067,0.10323837,57790.05,0.05304853
99.57545,0.18659405,9.155416,0.021010958,1696.1818,0.014342167,4218.3975,0.020126835,3202.0442,0.103726186,57824.406,0.053177603
99.57545,0.18672766,9.282198,0.021188853,1697.1821,0.014376977,4220.8853,0.020175686,3207.0984,0.10422311,57858.508,0.053306673
99.57545,0.18802091,9.301725,0.021216169,1698.175,0.014411788,4223.3545,0.020224538,3207.7502,0.104287334,57892.355,0.053435743
99.57545,0.18824653,9.332312,0.021258909,1699.1605,0.0144466,4225.805,0.02027339,3210.6562,0.10457389,57925.953,0.053564817
99.57545,0.18836835,9.342833,0.021273599,1700.1388,0.014481411,4228.2383,0.02032224,3211.839,0.104690686,57959.3,0.053693887
99.57545,0.1888853,9.369402,0.021310667,1701.1097,0.014516222,4230.653,0.020371092,3221.3489,0.105632804,57992.402,0.05382296
99.57545,0.1890581,9.376916,0.021321142,1702.0735,0.014551033,4233.05,0.020419944,3228.2048,0.10631555,58025.258,0.05395203
99.57545,0.1895195,9.479171,0.021463379,1703.03,0.014585844,4235.4287,0.020468796,3231.4775,0.1066425,58057.867,0.054081105
99.57545,0.18956508,9.483248,0.021469039,1703.9795,0.014620655,4237.79,0.020517647,3236.4417,0.10713969,58090.234,0.054210175
99.57545,0.18967205,9.487727,0.021475255,1704.9219,0.014655466,4240.134,0.020566499,3242.318,0.10773028,58122.363,0.05433925
99.57545,0.19104037,9.543591,0.021552683,1705.8572,0.014690277,4242.46,0.02061535,3242.758,0.10777459,58154.25,0.05446832
99.57545,0.19110729,9.638845,0.021684307,1706.7856,0.014725089,4244.769,0.020664202,3243.0002,0.10779899,58185.9,0.054597393
99.57545,0.1916473,9.655115,0.021706737,1707.707,0.0147599,4247.0605,0.020713054,3243.9263,0.107892275,58217.312,0.054726463
99.57545,0.1918696,9.769255,0.021863693,1708.6217,0.014794711,4249.335,0.020761905,3244.2354,0.10792343,58248.492,0.054855537
99.57545,0.19195604,9.888457,0.022026855,1709.5294,0.014829522,4251.593,0.020810757,3245.1096,0.1080116,58279.438,0.054984607
99.57545,0.1924155,9.899487,0.022041912,1710.4304,0.014864333,4253.8335,0.020859608,3245.8467,0.10808595,58310.156,0.055113677
99.57545,0.1943165,9.949723,0.022110419,1711.3247,0.014899144,4256.0576,0.02090846,3247.18,0.108220555,58340.64,0.05524275
99.57545,0.19498308,9.950922,0.022112051,1712.2123,0.014933955,4258.265,0.020957312,3247.5054,0.108253404,58370.9,0.05537182
99.57545,0.19599552,9.989585,0.02216468,1713.0931,0.014968766,4260.456,0.021006163,3248.1306,0.108316585,58400.93,0.055500895
99.57545,0.19654699,10.025485,0.022213478,1713.9675,0.015003577,4262.6304,0.021055015,3248.5896,0.10836297,58430.74,0.055629965
99.57545,0.19721887,10.04362,0.022238103,1714.8353,0.015038389,4264.7886,0.021103866,3251.9688,0.108704895,58460.32,0.05575904
99.57545,0.19748,10.069079,0.022272643,1715.6967,0.0150732,4266.9307,0.021152718,3252.8413,0.10879331,58489.684,0.05588811
99.57545,0.19762632,10.083571,0.02229229,1716.5514,0.015108011,4269.0566,0.02120157,3255.5427,0.109067336,58518.824,0.056017183
99.57545,0.19801596,10.087569,0.022297707,1717.3999,0.015142822,4271.1665,0.021250421,3258.9907,0.109417774,58547.75,0.056146253
99.57545,0.19921094,10.0956545,0.022308662,1718.242,0.015177633,4273.2607,0.021299273,3260.9749,0.10961976,58576.457,0.056275327
99.57545,0.20035069,10.119935,0.022341539,1719.0776,0.015212444,4275.3394,0.021348124,3262.418,0.10976682,58604.945,0.056404397
99.57545,0.20064719,10.136757,0.022364299,1719.9071,0.015247255,4277.402,0.021396976,3267.5127,0.11028708,58633.223,0.056533467
99.57545,0.20088261,10.195491,0.022443649,1720.7303,0.015282066,4279.449,0.021445828,3271.1846,0.11066307,58661.29,0.05666254
99.57545,0.20131864,10.197343,0.022446148,1721.5474,0.015316878,4281.4814,0.02149468,3275.8599,0.11114305,58689.145,0.05679161
99.57545,0.20195015,10.213039,0.022467323,1722.3583,0.015351689,4283.498,0.02154353,3277.0605,0.11126655,58716.785,0.056920685
99.57545,0.20254041,10.22908,0.022488949,1723.1631,0.015386499,4285.4995,0.021592382,3277.2434,0.11128537,58744.223,0.057049755
99.57545,0.20256977,10.229415,0.0224894,1723.9618,0.01542131,4287.4863,0.021641234,3277.2444,0.11128546,58771.453,0.05717883
99.57545,0.20303522,10.229525,0.022489549,1724.7545,0.015456121,4289.4575,0.021690086,3277.9373,0.11135678,58798.477,0.0573079
99.57545,0.20335501,10.243964,0.022509004,1725.5413,0.015490932,4291.414,0.021738935,3286.5066,0.112241276,58825.297,0.057436973
99.57545,0.2043163,10.29461,0.022577161,1726.3221,0.015525743,4293.356,0.021787787,3290.1003,0.112613626,58851.918,0.057566043
99.57545,0.20464948,10.320108,0.022611427,1727.097,0.015560554,4295.283,0.021836638,3290.2454,0.11262867,58878.336,0.057695117
99.57545,0.20525491,10.334315,0.022630503,1727.8661,0.015595365,4297.1963,0.02188549,3293.014,0.11291608,58904.555,0.057824187
99.57545,0.20560281,10.359229,0.022663935,1728.6294,0.015630176,4299.094,0.021934342,3297.571,0.11339028,58930.574,0.05795326
99.57545,0.20646575,10.399197,0.022717499,1729.387,0.015664987,4300.9785,0.021983193,3298.514,0.113488555,58956.4,0.05808233
99.57545,0.20659715,10.500218,0.022852537,1730.1387,0.015699798,4302.848,0.022032045,3300.7126,0.11371794,58982.027,0.0582114
99.57545,0.20679021,10.509544,0.022864977,1730.8849,0.01573461,4304.7036,0.022080896,3302.303,0.113884054,59007.465,0.058340475
99.57545,0.20714658,10.549419,0.022918122,1731.6254,0.015769422,4306.545,0.022129748,3302.422,0.11389652,59032.707,0.058469545
99.57545,0.20739837,10.609638,0.022998235,1732.3602,0.015804233,4308.3726,0.0221786,3302.7686,0.11393272,59057.76,0.05859862
99.57545,0.2078973,10.6311245,0.023026776,1733.0895,0.015839044,4310.1865,0.022227451,3305.2485,0.11419215,59082.62,0.05872769
99.57545,0.20819269,10.635779,0.023032955,1733.8132,0.015873855,4311.987,0.022276303,3307.5525,0.114433534,59107.297,0.058856763
99.57545,0.20820452,10.637423,0.023035137,1734.5316,0.015908666,4313.773,0.022325154,3309.6167,0.114650086,59131.785,0.058985833
99.57545,0.20835677,10.6695175,0.02307772,1735.2444,0.015943477,4315.546,0.022374006,3313.9753,0.11510825,59156.086,0.059114907
99.57545,0.20844267,10.685429,0.023098811,1735.9519,0.015978288,4317.305,0.022422858,3314.6162,0.115175724,59180.203,0.059243977
99.57545,0.20845346,10.708718,0.023129663,1736.6539,0.016013099,4319.0513,0.02247171,3316.1143,0.11533352,59204.14,0.05937305
99.57545,0.20864478,10.772885,0.023214529,1737.3507,0.01604791,4320.784,0.02252056,3317.4314,0.1154724,59227.895,0.05950212
99.57545,0.20936722,10.791214,0.023238734,1738.0422,0.01608272,4322.504,0.022569412,3319.371,0.11567711,59251.465,0.059631195
99.57545,0.20975275,10.793729,0.023242054,1738.7284,0.016117532,4324.2104,0.022618264,3319.7163,0.115713574,59274.86,0.059760265
99.57545,0.21006086,10.840248,0.023303411,1739.4094,0.016152343,4325.9043,0.022667116,3332.1482,0.1170317,59298.08,0.059889335
99.57545,0.2112172,10.858158,0.023327006,1740.0853,0.016187154,4327.585,0.022715967,3337.4805,0.11760014,59321.117,0.06001841
99.57545,0.21122487,10.865104,0.023336153,1740.756,0.016221965,4329.253,0.022764819,3338.6448,0.117724515,59343.98,0.06014748
99.57545,0.21154284,10.901858,0.023384516,1741.4216,0.016256776,4330.9087,0.02281367,3338.7925,0.11774028,59366.67,0.060276553
99.57545,0.21166842,10.9092245,0.023394202,1742.0822,0.016291587,4332.5513,0.022862522,3340.3013,0.11790159,59389.19,0.060405623
99.57545,0.2117764,10.921714,0.023410617,1742.7377,0.016326398,4334.1816,0.022911374,3344.1985,0.11831893,59411.54,0.060534697
99.57545,0.21203882,10.932327,0.02342456,1743.3882,0.01636121,4335.7993,0.022960225,3344.517,0.11835309,59433.715,0.060663767
99.57545,0.21249035,11.011732,0.023528718,1744.0337,0.016396021,4337.405,0.023009077,3344.7356,0.11837653,59455.723,0.06079284
99.57545,0.21253097,11.108827,0.023655684,1744.6744,0.016430832,4338.998,0.023057928,3346.6316,0.11857998,59477.562,0.06092191
99.57545,0.21257427,11.12998,0.023683289,1745.3102,0.016465643,4340.579,0.02310678,3348.1702,0.11874526,59499.24,0.061050985
99.57545,0.21273616,11.1753645,0.023742446,1745.941,0.016500454,4342.1484,0.023155631,3351.9624,0.1191533,59520.746,0.061180055
99.57545,0.21382566,11.190599,0.023762283,1746.5671,0.016535265,4343.7056,0.023204483,3360.878,0.120116256,59542.09,0.06130913
99.57545,0.21464384,11.211298,0.023789218,1747.1885,0.016570076,4345.251,0.023253335,3360.8784,0.120116316,59563.27,0.0614382
99.57545,0.21515447,11.213543,0.023792138,1747.805,0.016604887,4346.784,0.023302186,3363.9666,0.120451085,59584.293,0.06156727
99.57545,0.21527229,11.255169,0.023846242,1748.417,0.016639698,4348.306,0.023351038,3364.6804,0.12052854,59605.152,0.061696343
99.57545,0.21532826,11.291357,0.023893216,1749.0242,0.01667451,4349.816,0.02339989,3367.2427,0.12080691,59625.85,0.061825413
99.57545,0.21563874,11.325689,0.023937728,1749.6267,0.01670932,4351.3145,0.02344874,3370.6123,0.12117362,59646.395,0.061954487
99.57545,0.21634543,11.35236,0.023972269,1750.2247,0.016744131,4352.802,0.02349759,3375.117,0.121665,59666.777,0.062083557
99.57545,0.21740013,11.36022,0.023982443,1750.8181,0.016778942,4354.2773,0.023546442,3382.3767,0.12245977,59687.008,0.06221263
99.57545,0.21845856,11.383178,0.024012143,1751.407,0.016813753,4355.742,0.023595294,3383.1287,0.12254228,59707.082,0.0623417
99.57545,0.21887694,11.460743,0.024112317,1751.9913,0.016848564,4357.1953,0.023644146,3384.5457,0.12269788,59727.004,0.062470775
99.57545,0.2196024,11.503038,0.02416683,1752.5712,0.016883375,4358.637,0.023692997,3385.3567,0.122787006,59746.773,0.062599845
99.57545,0.21968411,11.525587,0.024195861,1753.1466,0.016918186,4360.0684,0.023741849,3385.748,0.12283002,59766.39,0.06272892
99.57545,0.22005458,11.584841,0.024272043,1753.7177,0.016952999,4361.489,0.0237907,3385.902,0.12284696,59785.855,0.06285799
99.57545,0.22042422,11.589131,0.024277554,1754.2843,0.01698781,4362.898,0.023839552,3389.293,0.12322014,59805.17,0.06298706
99.57545,0.22112642,11.591918,0.024281132,1754.8466,0.01702262,4364.2964,0.023888404,3390.9058,0.1233979,59824.344,0.06311613
99.57545,0.222444,11.754258,0.024489035,1755.4047,0.017057432,4365.684,0.023937255,3393.6653,0.12370248,59843.367,0.06324521
99.57545,0.22265789,11.802275,0.024550314,1755.9584,0.017092243,4367.061,0.023986107,3394.3787,0.12378129,59862.242,0.06337427
99.57545,0.22274183,11.896753,0.024670609,1756.5078,0.017127054,4368.4277,0.024034958,3397.9915,0.12418094,59880.977,0.06350335
99.57545,0.22309282,11.942176,0.024728311,1757.0531,0.017161865,4369.7837,0.02408381,3398.358,0.12422154,59899.562,0.06363242
99.57545,0.2234506,11.964731,0.024756933,1757.5941,0.017196676,4371.1294,0.024132662,3401.273,0.12454471,59918.008,0.063761495
99.57545,0.22450627,12.03143,0.024841449,1758.1311,0.017231487,4372.465,0.024181513,3403.258,0.1247651,59936.312,0.06389056
99.57545,0.22552633,12.037207,0.02484876,1758.6638,0.017266298,4373.79,0.024230365,3406.2444,0.12509717,59954.477,0.064019635
99.57545,0.22590902,12.046571,0.024860608,1759.1925,0.017301109,4375.105,0.024279216,3406.3767,0.12511191,59972.5,0.06414871
99.57545,0.22627132,12.055189,0.02487151,1759.7172,0.01733592,4376.4097,0.024328068,3408.6936,0.12536992,59990.387,0.06427778
99.57545,0.2262977,12.057983,0.024875044,1760.2378,0.01737073,4377.704,0.02437692,3409.369,0.1254452,60008.133,0.06440685
99.57545,0.22630401,12.117459,0.024950191,1760.7544,0.017405542,4378.9893,0.024425771,3411.7615,0.12571219,60025.746,0.06453592
99.57545,0.22644375,12.167563,0.025013385,1761.2671,0.017440353,4380.264,0.024474623,3415.5103,0.1261312,60043.223,0.064665
99.57545,0.22656868,12.172322,0.025019382,1761.7758,0.017475164,4381.5293,0.024523474,3418.9236,0.12651359,60060.562,0.06479406
99.57545,0.22747935,12.185014,0.025035371,1762.2805,0.017509975,4382.7847,0.024572326,3419.413,0.12656847,60077.773,0.06492314
99.57545,0.22819872,12.187153,0.025038065,1762.7814,0.017544787,4384.0303,0.024621177,3419.6582,0.12659597,60094.848,0.06505221
99.57545,0.22850761,12.2011795,0.025055728,1763.2784,0.017579598,4385.266,0.024670029,3419.9949,0.12663375,60111.793,0.065181285
99.57545,0.22905068,12.207936,0.025064233,1763.7716,0.01761441,4386.4927,0.02471888,3423.0989,0.12698235,60128.605,0.06531035
99.57545,0.22950064,12.290648,0.025168203,1764.261,0.01764922,4387.71,0.024767732,3424.5952,0.12715062,60145.29,0.065439425
99.57545,0.2296108,12.411128,0.025319162,1764.7467,0.017684031,4388.918,0.024816584,3425.4219,0.12724365,60161.844,0.0655685
99.57545,0.23028763,12.442054,0.02535782,1765.2285,0.017718842,4390.116,0.024865435,3426.7842,0.12739708,60178.273,0.06569757
99.57545,0.23073168,12.519741,0.025454768,1765.7067,0.017753653,4391.3057,0.024914287,3429.405,0.12769255,60194.574,0.06582664
99.57545,0.23089132,12.572253,0.025520167,1766.1812,0.017788464,4392.4854,0.024963139,3431.393,0.12791699,60210.75,0.06595571
99.57545,0.23123361,12.62221,0.025582285,1766.652,0.017823275,4393.6562,0.02501199,3456,0.128,60226.8,0.06608479
99.57545,0.23130196,12.659003,0.025627976,1767.1193,0.017858086,4394.8184,0.025060842,3456,0.12805958,60242.727,0.06621385
99.57545,0.23208572,12.697615,0.025675868,1767.5828,0.017892897,4395.971,0.025109693,3456,0.1281616,60258.53,0.06634293
99.57545,0.23270744,12.712018,0.02569372,1768.0428,0.017927708,4397.115,0.025158545,3456,0.12845257,60274.215,0.066472
99.57545,0.23296207,12.731046,0.02571729,1768.4993,0.01796252,4398.2505,0.025207395,3456,0.12851761,60289.773,0.066601075
99.57545,0.23415712,12.7531805,0.025744692,1768.9521,0.01799733,4399.377,0.025256246,3456,0.12899716,60305.215,0.06673014
99.57545,0.23451194,12.77747,0.02577474,1769.4016,0.018032141,4400.4946,0.025305098,3456,0.12912151,60320.535,0.066859215
99.57545,0.23488368,12.780384,0.025778343,1769.8475,0.018066952,4401.6035,0.02535395,3456,0.12925154,60335.74,0.06698829
99.57545,0.23498328,12.830794,0.025840629,1770.29,0.018101763,4402.704,0.025402801,3456,0.12939446,60350.824,0.06711736
99.57545,0.23530787,12.833821,0.025844367,1770.7291,0.018136576,4403.7964,0.025451653,3456,0.12982233,60365.793,0.06724643
99.57545,0.23560353,12.920617,0.025951378,1771.1648,0.018171387,4404.88,0.025500504,3456,0.13005017,60380.645,0.0673755
99.57545,0.23789518,13.056949,0.026118905,1771.5972,0.018206198,4405.955,0.025549356,3456,0.13041252,60395.383,0.06750458
99.57545,0.23831713,13.109081,0.026182787,1772.0261,0.018241009,4407.022,0.025598207,3456,0.13046981,60410.008,0.06763365
99.57545,0.23936193,13.16083,0.026246101,1772.4518,0.01827582,4408.0806,0.02564706,3456,0.13049035,60424.52,0.06776272
99.57545,0.23958969,13.165224,0.026251473,1772.8741,0.01831063,4409.131,0.02569591,3456,0.13055661,60438.918,0.06789179
99.57545,0.24028672,13.224759,0.026324186,1773.2932,0.018345442,4410.173,0.025744762,3456,0.13071431,60453.203,0.068020865
99.57545,0.24093369,13.231415,0.026332307,1773.709,0.018380253,4411.207,0.025793614,3456,0.13118543,60467.38,0.06814993
99.57545,0.24100801,13.239225,0.026341835,1774.1216,0.018415064,4412.2334,0.025842465,3456,0.13158932,60481.445,0.068279006
99.57545,0.2410816,13.549491,0.026718588,1774.531,0.018449875,4413.2515,0.025891317,3456,0.13226788,60495.402,0.06840808
99.57545,0.24133492,13.590928,0.026768651,1774.9373,0.018484686,4414.2617,0.025940169,3456,0.13237825,60509.254,0.06853715
99.57545,0.24167743,13.604211,0.026784685,1775.3403,0.018519497,4415.264,0.02598902,3456,0.13266754,60522.996,0.06866622
99.57545,0.24178416,13.604293,0.026784785,1775.7404,0.018554308,4416.2593,0.026037872,3456,0.13267973,60536.63,0.06879529
99.57545,0.24187279,13.617023,0.026800147,1776.1372,0.018589118,4417.246,0.026086723,3456,0.1332332,60550.16,0.06892437
99.57545,0.24213311,13.662038,0.026854425,1776.531,0.01862393,4418.2256,0.026135575,3456,0.13326605,60563.586,0.06905344
99.57545,0.2421898,13.6664095,0.026859693,1776.9218,0.01865874,4419.1973,0.026184427,3456,0.13341703,60576.906,0.06918251
99.57545,0.24272251,13.718306,0.026922174,1777.3094,0.018693551,4420.1616,0.026233278,3456,0.13366364,60590.12,0.06931158
99.57545,0.2427734,13.7338505,0.026940873,1777.6941,0.018728362,4421.118,0.02628213,3456,0.13412753,60603.24,0.069440655
99.57545,0.24300933,13.756313,0.026967877,1778.0758,0.018763175,4422.0674,0.026330981,3456,0.13433312,60616.25,0.06956972
99.57545,0.24408166,13.757921,0.02696981,1778.4546,0.018797986,4423.0093,0.026379833,3456,0.13480377,60629.16,0.069698796
99.57545,0.24591696,13.810822,0.027033336,1778.8303,0.018832797,4423.944,0.026428685,3456,0.13516437,60641.973,0.06982787
99.57545,0.24608034,13.893004,0.02713184,1779.2032,0.018867608,4424.871,0.026477536,3456,0.13521029,60654.684,0.06995694
99.57545,0.24720924,13.96619,0.027219371,1779.5732,0.01890242,4425.7915,0.026526388,3456,0.13523182,60667.297,0.07008601
99.57545,0.24727638,14.006401,0.027267387,1779.9403,0.01893723,4426.7046,0.02657524,3456,0.13525064,60679.812,0.07021508
99.57545,0.24759814,14.051399,0.027321058,1780.3046,0.018972041,4427.6104,0.026624091,3456,0.13550402,60692.23,0.07034416
99.57545,0.24769995,14.058777,0.027329851,1780.666,0.019006852,4428.5093,0.026672943,3456,0.13609809,60704.55,0.07047323
99.57545,0.24789539,14.086542,0.027362927,1781.0245,0.019041663,4429.401,0.026721794,3456,0.13610269,60716.773,0.0706023
99.57545,0.24850452,14.141753,0.027428624,1781.3804,0.019076474,4430.2856,0.026770646,3456,0.13613841,60728.906,0.07073137
99.57545,0.2489151,14.158981,0.027449104,1781.7334,0.019111285,4431.164,0.026819497,3456,0.13623898,60740.94,0.070860445
99.57545,0.24933492,14.200615,0.027498556,1782.0837,0.019146096,4432.035,0.026868349,3456,0.13626118,60752.883,0.07098952
99.57545,0.25009018,14.208486,0.027507899,1782.4313,0.019180907,4432.8994,0.026917199,3456,0.1364013,60764.73,0.071118586
99.57545,0.25057256,14.248804,0.027555725,1782.7761,0.019215718,4433.7573,0.02696605,3456,0.137062,60776.49,0.07124766
99.57545,0.25094593,14.339576,0.027663208,1783.1184,0.019250529,4434.608,0.027014902,3456,0.13713023,60788.152,0.07137673
99.57545,0.2511998,14.444852,0.027787537,1783.4579,0.01928534,4435.4526,0.027063753,3456,0.138076,60799.727,0.0715058
99.57545,0.2512398,14.445474,0.02778827,1783.7947,0.01932015,4436.2905,0.027112605,3456,0.13813357,60811.21,0.071634874
99.57545,0.25132123,14.445484,0.027788283,1784.129,0.019354964,4437.1216,0.027161457,3456,0.13822347,60822.605,0.07176395
99.57545,0.251463,14.462499,0.027808343,1784.4606,0.019389775,4437.9463,0.027210308,3456,0.13898921,60833.914,0.07189302
99.57545,0.25255412,14.462966,0.027808894,1784.7897,0.019424586,4438.7646,0.02725916,3456,0.13911287,60845.13,0.07202209
99.57545,0.25260487,14.465665,0.027812075,1785.1162,0.019459397,4439.5767,0.027308011,3456,0.13916458,60856.26,0.07215116
99.57545,0.25412834,14.570698,0.027935699,1785.4401,0.019494208,4440.3823,0.027356863,3456,0.13952069,60867.305,0.072280236
99.57545,0.25482234,14.5964985,0.027966014,1785.7615,0.019529019,4441.1816,0.027405715,3456,0.13959908,60878.26,0.07240931
99.57545,0.2553319,14.620216,0.027993864,1786.0804,0.01956383,4441.9746,0.027454566,3456,0.13981743,60889.133,0.072538376
99.57545,0.25588983,14.677043,0.028060518,1786.3969,0.01959864,4442.7617,0.027503418,3456,0.14005914,60899.92,0.07266745
99.57545,0.25601587,14.686014,0.028071031,1786.7108,0.019633451,4443.5425,0.02755227,3456,0.1405039,60910.625,0.07279652
99.57545,0.2565886,14.6887455,0.028074231,1787.0223,0.019668262,4444.3174,0.027601121,3456,0.14071034,60921.242,0.07292559
99.57545,0.25662136,14.732552,0.02812553,1787.3314,0.019703073,4445.086,0.027649973,3456,0.14076284,60931.78,0.073054664
99.57545,0.2569358,14.771128,0.028170654,1787.6381,0.019737884,4445.8486,0.027698824,3456,0.14089262,60942.234,0.07318374
99.57545,0.25696653,14.871363,0.028287692,1787.9423,0.019772695,4446.6055,0.027747676,3456,0.14090122,60952.605,0.07331281
99.57545,0.2570073,14.893676,0.028313704,1788.2441,0.019807506,4447.356,0.027796527,3456,0.1409404,60962.9,0.07344188
99.57545,0.25726375,14.898848,0.02831973,1788.5437,0.019842317,4448.101,0.027845379,3456,0.14230454,60973.11,0.07357095
99.57545,0.257752,14.933033,0.028359547,1788.841,0.019877128,4448.8403,0.02789423,3456,0.14240572,60983.242,0.073700026
99.57545,0.25779188,14.970844,0.028403548,1789.1357,0.01991194,4449.573,0.027943082,3456,0.14282253,60993.293,0.0738291
99.57545,0.25779623,15.043048,0.02848745,1789.4283,0.019946752,4450.3013,0.027991934,3456,0.14285734,61003.266,0.073958166
99.57545,0.2595727,15.04778,0.028492943,1789.7186,0.019981563,4451.023,0.028040785,3456,0.1430197,61013.164,0.07408724
99.57545,0.2602036,15.052218,0.028498095,1790.0066,0.020016374,4451.7393,0.028089637,3456,0.14306442,61022.98,0.07421631
99.57545,0.2603598,15.079781,0.028530075,1790.2924,0.020051185,4452.4497,0.028138489,3456,0.14310804,61032.723,0.07434538
99.57545,0.2609668,15.081374,0.028531923,1790.5759,0.020085996,4453.1553,0.02818734,3456,0.1434605,61042.387,0.074474454
99.57545,0.26105124,15.121266,0.028578166,1790.8572,0.020120807,4453.8545,0.028236192,3456,0.14355154,61051.977,0.07460353
99.57545,0.26157176,15.130208,0.028588524,1791.1364,0.020155618,4454.549,0.028285043,3456,0.14398308,61061.492,0.0747326
99.57545,0.26176637,15.160694,0.028623825,1791.4132,0.020190429,4455.2373,0.028333895,3456,0.14412381,61070.934,0.07486167
99.57545,0.26205167,15.162372,0.028625766,1791.688,0.02022524,4455.921,0.028382747,3456,0.1442446,61080.3,0.07499074
99.57545,0.26348087,15.190297,0.028658075,1791.9606,0.02026005,4456.5986,0.028431598,3456,0.14430638,61089.594,0.075119816
99.57545,0.26428857,15.246878,0.028723467,1792.2311,0.020294862,4457.2715,0.02848045,3456,0.1447018,61098.812,0.07524889
99.57545,0.26464325,15.259373,0.028737896,1792.4994,0.020329673,4457.939,0.028529301,3456,0.14476454,61107.96,0.075377956
99.57545,0.26477343,15.270296,0.028750506,1792.7656,0.020364484,4458.601,0.028578153,3456,0.14484175,61117.04,0.07550703
99.57545,0.265225,15.38547,0.028883249,1793.0298,0.020399295,4459.258,0.028627004,3456,0.14503668,61126.043,0.075636104
99.57545,0.2661809,15.399476,0.028899365,1793.2919,0.020434106,4459.9097,0.028675854,3456,0.14586674,61134.98,0.07576518
99.57545,0.2662947,15.493483,0.029007389,1793.552,0.020468917,4460.5566,0.028724706,3456,0.14597155,61143.844,0.075894244
99.57545,0.26635194,15.5118065,0.029028416,1793.8099,0.020503728,4461.198,0.028773557,3456,0.14630404,61152.64,0.07602332
99.57545,0.26649842,15.5194,0.029037126,1794.0659,0.02053854,4461.835,0.028822409,3456,0.14631574,61161.367,0.07615239
99.57545,0.266634,15.619242,0.029151505,1794.32,0.020573352,4462.4663,0.02887126,3456,0.1464858,61170.027,0.07628146
99.57545,0.26665697,15.676157,0.029216579,1794.5719,0.020608163,4463.0933,0.028920112,3456,0.14666282,61178.617,0.07641053
99.57545,0.2671264,15.76416,0.02931702,1794.8219,0.020642973,4463.715,0.028968964,3456,0.14761129,61187.14,0.076539606
99.57545,0.26719669,15.77404,0.029328283,1795.07,0.020677784,4464.332,0.029017815,3456,0.1479026,61195.594,0.07666868
99.57545,0.2678141,15.782883,0.029338361,1795.316,0.020712595,4464.944,0.029066667,3456,0.14800973,61203.984,0.076797746
99.57545,0.26788974,15.835091,0.029397818,1795.5603,0.020747406,4465.5513,0.029115519,3456,0.14817622,61212.31,0.07692682
99.57545,0.27002245,15.83823,0.029401391,1795.8025,0.020782217,4466.154,0.02916437,3456,0.1482977,61220.57,0.077055894
99.57545,0.2703349,15.884574,0.029454101,1796.0428,0.020817028,4466.7515,0.029213222,3456,0.14936405,61228.76,0.07718497
99.57545,0.27036133,15.890601,0.029460952,1796.2814,0.02085184,4467.3447,0.029262073,3456,0.14957114,61236.895,0.077314034
99.57545,0.2713028,15.91965,0.029493956,1796.518,0.02088665,4467.933,0.029310925,3456,0.1497918,61244.96,0.07744311
99.57545,0.27193865,15.929317,0.029504935,1796.7527,0.020921461,4468.5166,0.029359777,3456,0.14985932,61252.96,0.07757218
99.57545,0.27289632,15.974172,0.029555839,1796.9856,0.020956272,4469.096,0.029408628,3456,0.15020698,61260.902,0.07770125
99.57545,0.27293426,16.037563,0.029627689,1797.2167,0.020991083,4469.671,0.02945748,3456,0.15046357,61268.78,0.07783032
