p[kN/m]@6m,y[m]@6m,p[kN/m]@11m,y[m]@11m,p[kN/m]@16m,y[m]@16m,p[kN/m]@24m,y[m]@24m,p[kN/m]@40m,y[m]@40m,p[kN/m]@49m,y[m]@49m
123.613365,0.67257726,123.613365,0.8016721,123.613365,0.37441224,917.2943,0.6121716,8707.999,0.028559305,19952.697,0.05341888
123.613365,0.67321867,123.613365,0.802522,123.613365,0.3746198,917.2943,0.6123865,8708.068,0.028589366,19952.855,0.053475108
123.613365,0.67355055,123.613365,0.80255806,123.613365,0.3746548,917.2943,0.6149054,8708.137,0.02861943,19953.012,0.05353134
123.613365,0.6736061,123.613365,0.8034452,123.613365,0.37466514,917.2943,0.615848,8708.204,0.028649492,19953.168,0.05358757
123.613365,0.67528296,123.613365,0.8038641,123.613365,0.37509143,917.2943,0.615928,8708.271,0.028679553,19953.322,0.0536438
123.613365,0.6757026,123.613365,0.80439395,123.613365,0.3751938,917.2943,0.6159294,8708.339,0.028709617,19953.475,0.05370003
123.613365,0.6763312,123.613365,0.8051155,123.613365,0.37542588,917.2943,0.6165532,8708.404,0.028739678,19953.627,0.053756263
123.613365,0.67731065,123.613365,0.8052457,123.613365,0.37573057,917.2943,0.6174233,8708.471,0.02876974,19953.777,0.053812493
123.613365,0.677763,123.613365,0.80537874,123.613365,0.37577042,917.2943,0.6177461,8708.536,0.028799804,19953.928,0.053868722
123.613365,0.6781714,123.613365,0.805962,123.613365,0.37657738,917.2943,0.61841285,8708.601,0.028829865,19954.076,0.05392495
123.613365,0.6790727,123.613365,0.8067423,123.613365,0.3766827,917.2943,0.6194672,8708.665,0.028859928,19954.223,0.053981185
123.613365,0.6791288,123.613365,0.8069116,123.613365,0.37747666,917.2943,0.62075853,8708.729,0.028889991,19954.37,0.054037414
123.613365,0.6795862,123.613365,0.8073542,123.613365,0.37751487,917.2943,0.62092096,8708.792,0.028920053,19954.514,0.054093644
123.613365,0.68000394,123.613365,0.8074497,123.613365,0.37762374,917.2943,0.6211529,8708.8545,0.028950116,19954.656,0.054149874
123.613365,0.68007845,123.613365,0.80781764,123.613365,0.3777504,917.2943,0.62120134,8708.916,0.028980179,19954.799,0.054206103
123.613365,0.68013895,123.613365,0.80890584,123.613365,0.3782697,917.2943,0.62202716,8708.979,0.02901024,19954.941,0.054262336
123.613365,0.6801493,123.613365,0.8098298,123.613365,0.37833896,917.2943,0.6222455,8709.039,0.029040303,19955.08,0.054318566
123.613365,0.6813615,123.613365,0.80993634,123.613365,0.3787057,917.2943,0.6223761,8709.1,0.029070366,19955.22,0.054374795
123.613365,0.6820978,123.613365,0.8099628,123.613365,0.3801653,917.2943,0.62242734,8709.16,0.029100427,19955.357,0.054431025
123.613365,0.6837187,123.613365,0.80999815,123.613365,0.38033122,917.2943,0.62262607,8709.22,0.02913049,19955.494,0.05448726
123.613365,0.68477315,123.613365,0.81019425,123.613365,0.38117042,917.2943,0.62294376,8709.279,0.029160552,19955.63,0.054543488
123.613365,0.6854396,123.613365,0.8105643,123.613365,0.38181618,917.2943,0.6235096,8709.338,0.029190615,19955.766,0.054599717
123.613365,0.68687916,123.613365,0.81063557,123.613365,0.3826618,917.2943,0.6243804,8709.396,0.029220678,19955.898,0.054655947
123.613365,0.6873259,123.613365,0.8141065,123.613365,0.3826991,917.2943,0.62554663,8709.454,0.02925074,19956.031,0.05471218
123.613365,0.6873418,123.613365,0.81418467,123.613365,0.38274086,917.2943,0.6259073,8709.512,0.029280802,19956.162,0.05476841
123.613365,0.68747795,123.613365,0.81521714,123.613365,0.38289434,917.2943,0.62738955,8709.568,0.029310865,19956.293,0.05482464
123.613365,0.68761265,123.613365,0.81524485,123.613365,0.38321683,917.2943,0.62758523,8709.625,0.029340927,19956.422,0.05488087
123.613365,0.6898329,123.613365,0.8178037,123.613365,0.38334844,917.2943,0.62781096,8709.681,0.02937099,19956.55,0.0549371
123.613365,0.6912465,123.613365,0.8179607,123.613365,0.38424015,917.2943,0.6286988,8709.736,0.029401053,19956.678,0.05499333
123.613365,0.6917447,123.613365,0.818256,123.613365,0.38450405,917.2943,0.6293516,8709.792,0.029431114,19956.805,0.05504956
123.613365,0.69207096,123.613365,0.8213109,123.613365,0.38462412,917.2943,0.6304271,8709.847,0.029461177,19956.93,0.05510579
123.613365,0.69227344,123.613365,0.8227324,123.613365,0.3848404,917.2943,0.6305321,8709.9,0.02949124,19957.055,0.05516202
123.613365,0.69375455,123.613365,0.8235883,123.613365,0.38517737,917.2943,0.630563,8709.954,0.029521301,19957.178,0.055218253
123.613365,0.6945087,123.613365,0.8250128,123.613365,0.38642326,917.2943,0.6309472,8710.008,0.029551364,19957.3,0.055274483
123.613365,0.69501084,123.613365,0.8250633,123.613365,0.38676572,917.2943,0.6320214,8710.061,0.029581426,19957.422,0.055330712
123.613365,0.69512117,123.613365,0.82530135,123.613365,0.38861006,917.2943,0.6326182,8710.113,0.029611489,19957.543,0.055386942
123.613365,0.69526625,123.613365,0.82838017,123.613365,0.38891453,917.2943,0.6331156,8710.166,0.029641552,19957.662,0.055443175
123.613365,0.69606787,123.613365,0.82895476,123.613365,0.38906586,917.2943,0.63336223,8710.218,0.029671613,19957.78,0.055499405
123.613365,0.6964315,123.613365,0.8301882,123.613365,0.38934854,917.2943,0.6336104,8710.269,0.029701676,19957.898,0.055555634
123.613365,0.6973651,123.613365,0.834805,123.613365,0.39072433,917.2943,0.63443786,8710.319,0.02973174,19958.014,0.055611864
123.613365,0.6975047,123.613365,0.8351853,123.613365,0.39105672,917.2943,0.6344752,8710.37,0.0297618,19958.13,0.055668097
123.613365,0.697606,123.613365,0.8352833,123.613365,0.39123982,917.2943,0.6348313,8710.42,0.029791864,19958.244,0.055724327
123.613365,0.69760656,123.613365,0.8360909,123.613365,0.3913641,917.2943,0.63560706,8710.47,0.029821927,19958.36,0.055780556
123.613365,0.6979909,123.613365,0.8372223,123.613365,0.39207757,917.2943,0.6358071,8710.52,0.029851988,19958.47,0.055836786
123.613365,0.698148,123.613365,0.83731896,123.613365,0.3920902,917.2943,0.6361459,8710.568,0.029882051,19958.584,0.055893015
123.613365,0.7006117,123.613365,0.8375034,123.613365,0.3923664,917.2943,0.6365646,8710.616,0.029912114,19958.695,0.05594925
123.613365,0.70181566,123.613365,0.8377014,123.613365,0.3927102,917.2943,0.63738453,8710.665,0.029942175,19958.805,0.056005478
123.613365,0.7019508,123.613365,0.83954686,123.613365,0.39376858,917.2943,0.6393749,8710.713,0.029972238,19958.914,0.056061707
123.613365,0.70304906,123.613365,0.84035313,123.613365,0.39448303,917.2943,0.63989717,8710.76,0.0300023,19959.023,0.056117937
123.613365,0.70398647,123.613365,0.84058845,123.613365,0.3947175,917.2943,0.64,8710.807,0.053756263,19959.13,0.05617417
